gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,charge_per_month_ratio,is_new_customer,has_internet_addon,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_61+,monthly_charge_category_Medium,monthly_charge_category_High,monthly_charge_category_Very High
1,0,0,1,-1.078176147914705,1,0,-1.2825391254343852,-0.927286088420081,-0.5701861280741535,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,-1.1597534875625164,1,0,0.4510383088042733,-0.8630779096816072,0.07491598569945779,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,1,0,1.3691440415196396,1,1,0.19815561206312515,1.0758331754018415,0.1515656149181536,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,1,1,0.5533706450415247,1,1,-1.5187848026530892,-0.6281683297284852,-0.6985924988709488,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.7518667893234591,1,0,0.3478887877651206,-0.557033583763087,0.11368120395993479,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.7573139941610534,0,0,-1.0213379189320153,-0.22453636776840785,-0.4406305982333077,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,1,1,1.4915100509913568,1,0,-1.5038114850828896,-0.39389643374228644,-0.6731165998639435,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0.7573139941610534,0,1,-0.5072540156884978,0.11468951353242636,-0.19969631236186203,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1,0,1,1,1.613876060463074,1,1,1.3311366415415578,2.316326392988233,0.6847450523139087,0,5,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,-1.2821194970342338,1,1,0.1781911886361926,-0.9773332852723983,-0.4267308436196053,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1.5730873906391682,1,1,-1.3524146074286498,-0.24610767713225812,-0.6063109879180961,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0,0,0,-0.8334441289712705,1,0,-1.492165571417179,-0.8908061676916125,-0.6636513801250717,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7165253243371477,1,1,0.825371248059262,0.8848138436548817,0.37364575135953637,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,0,1,1,-0.9965988082668935,1,1,-1.4988203792261565,-0.9437559260485457,-0.7326746809383833,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,-0.6702894496756475,1,1,-0.3591845419387466,-0.6172617349838677,-0.1478629974207051,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,-0.915021468619082,1,1,1.124837599463253,-0.5802100975953991,0.43983863834906184,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,1,0,-0.3439800910844016,1,1,0.9534762983820801,-0.012539432419905601,0.473699633212543,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1.613876060463074,1,0,0.15822676520926007,1.1503322540203171,0.09483407519213714,0,4,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-0.9965988082668935,1,0,-1.4655463401812687,-0.937137206253929,-0.7055137621851163,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,1,1,-1.2413308272103278,1,0,-0.17950473109635212,-0.950836416991624,-0.2907006608270797,1,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0,-1.0373874780907992,1,1,0.0018387816982869288,-0.7911295669308241,0.005012714153985191,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-1.2413308272103278,1,1,1.0300065881853222,-0.9212830634900799,0.07312932061203335,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,-1.2821194970342338,1,1,-0.49061699616605386,-0.9861729044000923,-0.589967062970636,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1,1,1.5730873906391682,1,0,-1.3640605210943606,-0.29296645414995937,-0.6303474986586327,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.2005421573864221,1,1,0.1565630632570153,-0.9170171776423867,-0.15507653828169596,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.2821194970342338,1,0,-1.5237759085098224,-0.9998281369331719,-0.8421304764457357,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0.2270612864502788,1,0,1.0017236549971675,0.5711392992355908,0.49840975278528254,0,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0.2270612864502788,1,0,-1.492165571417179,-0.7099677903131163,-0.7147941476625295,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,1.5730873906391682,1,1,1.3926936137746002,2.194814613635902,0.645775784143852,0,5,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
1,0,1,1,1.5730873906391682,1,0,0.8320260558682396,1.8315106653081399,0.4594166896083538,0,6,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
0,0,0,0,-1.2821194970342338,1,0,-1.4638826382290244,-0.9990365292500948,-0.8275123075486284,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,-1.2005421573864221,1,1,0.4826486458969169,-0.9180506654508483,-0.1646189540895298,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1.3283553716957337,1,0,-1.5154573987486004,-0.4277376621938314,-0.672409597996409,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1.5730873906391682,1,1,1.7087969847010351,2.7583953057821637,0.9348681212062426,0,6,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
1,0,0,1,-0.38476876090830736,1,0,-1.500484081178401,-0.8035314206323649,-0.6822442541336253,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0,0,0,-0.9558101384429878,1,0,0.0018387816982869288,-0.7673153691315888,-0.10748627731666922,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,-0.8742327987951762,1,1,1.0017236549971675,-0.5155401477084637,0.5191188253895178,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,-1.2821194970342338,1,1,-0.31925569508488133,-0.9839080268623995,-0.5481428575150237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,0,-1.078176147914705,1,1,0.6423640333123787,-0.7799151247538989,0.2073612365957879,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,-0.09924807214096716,1,1,0.6689832645482888,0.14587006060474006,0.37772690083903304,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,-0.017670732493155674,1,1,1.4858609231002862,0.5785056485086691,0.778591323313171,0,5,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,-0.7110781194995532,1,1,1.1381472150812078,-0.3809228633807455,0.45076535045397026,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,0,0,-1.1597534875625164,1,0,0.3478887877651206,-0.8879915625962272,-0.10911051830523671,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,-0.05845940231706142,1,0,-0.35086603217752466,-0.2839069439991885,-0.16126895705060945,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,1,0,0.3086386260980903,0,1,-0.7501545007161792,-0.25336408089379797,-0.3172629433352379,0,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,-0.7110781194995532,1,1,-1.319140568383762,-0.8345800330908325,-0.5964132693940131,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,-1.2005421573864221,1,0,1.4326224606284659,-0.8703123243408394,0.2761594441829673,1,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,0,1.5730873906391682,1,0,0.81705273829804,1.821879438497369,0.45447628993479455,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
1,0,0,0,-1.2821194970342338,1,1,0.15822676520926007,-0.9775971545000907,-0.43160356658530763,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-0.2216140816126844,1,0,0.559178935700159,-0.03518820779683302,0.2862239374514122,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,-0.38476876090830736,1,0,1.011705866710634,-0.04382992500375779,0.4868370357417394,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,1,1,0,1.613876060463074,1,0,0.4510383088042733,1.4907235577434594,0.2670481197334003,0,5,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1,0,0,1,0.10469527697856156,1,1,0.23974816086923498,0.08909419844626769,0.12851142654166037,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,0.3902159657459017,1,1,0.05008613831337445,0.19140949148397965,0.03312766463777888,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.2005421573864221,1,0,0.6456914372168673,-0.9048572040662305,-0.0428008799469696,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,-1.2413308272103278,1,0,0.38282652876225326,-0.9414690594085452,-0.17537955063878932,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,-0.46634610055611886,1,1,1.1398109170334525,-0.14783837891916235,0.4471477227976155,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,-1.2821194970342338,1,1,-1.5137936967963561,-0.9996962023193257,-0.8396941149628844,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1.5730873906391682,1,0,1.47587871138682,2.381480103125938,0.7415270463101661,0,5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
0,1,0,0,0.6757366545132419,1,0,1.2196686107411832,1.2216429128041768,0.6498648108325703,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,0.1454839468024673,1,0,-0.34753862827303583,-0.17550066962224461,-0.16602919035325228,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1.5730873906391682,1,0,-1.365724223046605,-0.27286841464072487,-0.6200380801617531,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,1,0,0,-0.26240275143659014,1,1,0.8769460085788381,0.026051442130101795,0.41752856726198784,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,0,-1.0373874780907992,1,1,1.143138320937941,-0.7155750114015789,0.3538184664488494,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,1,-0.5479234402039304,0,1,-1.332450184001717,-0.817010740346983,-0.644135499939361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,0,0,0,-1.2413308272103278,1,1,-1.5054751870351342,-0.9911644306239393,-0.7871769896658696,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0.2678499562741845,1,0,0.5658337435091366,0.40776026908940566,0.31016698988109864,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.7981026639849592,0,0,-1.1577614790160558,-0.29428580028842116,-0.49973741145007416,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0,1,1,-0.9965988082668935,1,0,-1.5104662928918673,-0.9369173152308521,-0.7046114060803566,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,1,0,-0.30319142126049586,1,1,1.1181827916542753,0.0976039810393462,0.5735829575125719,0,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,0,1,1,-0.1400367419648729,1,1,-1.4722011479902464,-0.7202367010908106,-0.6427007537327931,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,1.0836233527522994,1,1,0.7272128328768426,1.2724817173395715,0.40664013693122064,0,6,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1,1,0,0,1.4099327113435454,1,1,1.7038058788443018,2.43959730052518,0.8753729965314647,0,6,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0.7573139941610534,1,1,-1.4988203792261565,-0.5697872631015509,-0.6858441344015561,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,1.3691440415196396,1,1,1.1697575521738512,2.0139102689504824,0.6686681881515626,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0,0,1,1,1.3691440415196396,1,1,0.3112873448157441,1.1287829337587747,0.18075346790673916,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,1,0,0,1.287566701871828,1,1,1.2845529868787147,1.8717507225312247,0.6391523168048954,0,4,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,-1.2821194970342338,1,0,-1.5254396104620669,-0.9998501260354795,-0.8425365366928774,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-1.2005421573864221,1,1,-0.31925569508488133,-0.9219647256616185,-0.20075831608515604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,1.124412022576205,1,0,-0.11628405691106519,0.5918090554048255,-0.028492248779241024,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1,0,0,1,-1.1597534875625164,1,0,0.5292323005597597,-0.8620224327708377,0.08271234244458148,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,1.2059893622240165,1,0,-1.492165571417179,-0.4523874458807592,-0.6713918106237028,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,1,1,0,-0.7926554591473648,1,0,0.9617948081433021,-0.4536628138146056,0.46573157099148466,0,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,1,-0.3439800910844016,1,0,-0.018125641728646082,-0.3227616877768882,0.015403795878345682,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-0.30319142126049586,1,1,0.46933903027896157,-0.1717625222299362,0.19094926309042773,0,5,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.9558101384429878,0,1,-1.3291227800972283,-0.9245594397339266,-0.6882336427789679,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,1.287566701871828,1,0,0.03012171488644144,0.7808053897394771,0.019279484760296582,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,-0.5479234402039304,1,1,1.3877025079178669,-0.15749159483224115,0.5737609993132418,0,5,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,0,0,1.5730873906391682,1,1,-1.3391049918106948,-0.23124304397225529,-0.5986860788328766,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,-0.6702894496756475,1,1,0.3212695565292104,-0.49346308899153635,0.12109220156855534,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,0.023117937330750068,1,1,1.028342886233078,0.3272801546432364,0.453464456802619,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,-0.5887121100278361,1,0,-1.5271033124143112,-0.854831996316221,-0.6990690399000693,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,0,-1.2821194970342338,1,0,-0.6187220464888722,-0.9878660652777849,-0.6212337020005597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,1.002046013104488,1,0,0.16488157301823725,0.7522195567394717,0.12376083280737812,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,0,0,0,-0.8742327987951762,1,1,0.3661895092398093,-0.6272008092269465,0.1754565028917841,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.2005421573864221,1,1,-0.5238910352109417,-0.9338828191123899,-0.31080064306060207,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,-1.1597534875625164,1,0,-1.3640605210943606,-0.9653492245147037,-0.6805184980832724,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,-0.2216140816126844,1,0,-1.492165571417179,-0.7650724806962037,-0.6765159042185883,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,1,0,1.613876060463074,1,1,1.4925157309092638,2.4039969438890187,0.7291001812277339,0,5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
0,0,1,1,-1.1597534875625164,1,1,-1.4954929753216677,-0.971770042388551,-0.7279463349494425,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0.5533706450415247,1,0,0.2630399882006566,0.4207998067578697,0.12569252366758932,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0.7165253243371477,1,0,1.1481294267946744,1.2169592340126376,0.6141767330488659,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,-1.0373874780907992,1,0,0.32459696043369946,-0.7687446607815891,0.1083550470515904,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,-0.38476876090830736,1,0,-1.4805196577514683,-0.7976823194185177,-0.6732432519886472,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,-0.38476876090830736,1,1,0.5358871083687373,-0.1651218133330119,0.3001846754721943,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,0.18627261662637304,1,1,0.6922750918797105,0.3863868616463247,0.3582049856975792,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,-1.1597534875625164,1,1,0.32459696043369946,-0.8756776653039172,-0.018153022945458393,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0.5941593148654305,1,1,1.3810477001088897,1.2469523695603357,0.7379683794220201,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,0,0,-0.05845940231706142,1,1,1.054962117468988,0.25744276571399216,0.46353086947349253,0,3,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1.5322987208152625,1,0,1.1314924072722305,1.999265526813557,0.5671959773738877,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
1,0,1,0,0.5941593148654305,1,0,-1.314149462527029,-0.5072282670361543,-0.6117589629005828,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,-1.2005421573864221,1,1,-0.3558571380342578,-0.9464825747347,-0.4271369038667471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0.1454839468024673,1,1,-1.5187848026530892,-0.70926413903927,-0.6988241330084787,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0.7981026639849592,0,0,-0.03309895929884549,0.4584231608063384,0.024785166659860216,0,6,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
1,0,0,1,-1.2821194970342338,1,1,0.18484599644517027,-0.9772453288631676,-0.4251066026310378,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.078176147914705,1,1,0.5192500888462934,-0.8045868975431344,0.07718992308345225,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0.10469527697856156,1,1,0.7172306211633763,0.3239158219901588,0.3694179476098827,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,-1.2005421573864221,1,1,0.88526451834006,-0.9013829259016146,-0.01072212042276217,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1.002046013104488,1,0,-0.305946079466926,0.38658476356709387,-0.10906571165727613,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,1,0,0,1.3691440415196396,1,1,0.5175863868940491,1.2893473588095747,0.26926248058225916,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,1,1,0.1454839468024673,0,0,-0.8067203670924887,-0.32773122489842765,-0.3179835195945035,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
0,0,1,0,1.3283553716957337,1,1,1.1730849560783405,1.913464049608925,0.637700722410917,0,4,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,0,1.287566701871828,1,1,0.174863784731704,0.9623034401872042,0.12240629337288031,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
